Date,State/UnionTerritory,Cured
29/06/20,Chhattisgarh,2091
29/06/20,Dadra and Nagar Haveli and Daman and Diu,60
29/06/20,Delhi,52607
29/06/20,Goa,478
29/06/20,Gujarat,22800
29/06/20,Haryana,8917
29/06/20,Himachal Pradesh,529
29/06/20,Jammu and Kashmir,4316
29/06/20,Jharkhand,1793
29/06/20,Karnataka,7507
29/06/20,Kerala,2152
29/06/20,Ladakh,586
29/06/20,Madhya Pradesh,10084
29/06/20,Maharashtra,86575
29/06/20,Manipur,455
29/06/20,Meghalaya,42
29/06/20,Mizoram,55
29/06/20,Nagaland,164
29/06/20,Odisha,4743
29/06/20,Puducherry,221
29/06/20,Punjab,3526
29/06/20,Rajasthan,13611
29/06/20,Sikkim,49
29/06/20,Tamil Nadu,45537
29/06/20,Telangana,5172
29/06/20,Tripura,1079
29/06/20,Uttarakhand,2018
29/06/20,Uttar Pradesh,14808
29/06/20,West Bengal,11193
29/06/20,Cases being reassigned to states,0
30/06/20,Andaman and Nicobar Islands,46
30/06/20,Andhra Pradesh,6232
30/06/20,Arunachal Pradesh,61
30/06/20,Assam,5333
30/06/20,Bihar,7390
30/06/20,Chandigarh,349
30/06/20,Chhattisgarh,2173
30/06/20,Dadra and Nagar Haveli and Daman and Diu,77
30/06/20,Delhi,56235
30/06/20,Goa,478
30/06/20,Gujarat,23240
30/06/20,Haryana,9502
30/06/20,Himachal Pradesh,556
30/06/20,Jammu and Kashmir,4585
30/06/20,Jharkhand,1845
30/06/20,Karnataka,7683
30/06/20,Kerala,2152
30/06/20,Ladakh,616
30/06/20,Madhya Pradesh,10199
30/06/20,Maharashtra,88960
30/06/20,Manipur,494
30/06/20,Meghalaya,42
30/06/20,Mizoram,55
30/06/20,Nagaland,168
30/06/20,Odisha,4946
30/06/20,Puducherry,221
30/06/20,Punjab,3764
30/06/20,Rajasthan,13618
30/06/20,Sikkim,50
30/06/20,Tamil Nadu,47749
30/06/20,Telangana,5582
30/06/20,Tripura,1085
30/06/20,Uttarakhand,2111
30/06/20,Uttar Pradesh,15506
30/06/20,West Bengal,11719
30/06/20,Cases being reassigned to states,0
1/7/2020,Andaman and Nicobar Islands,50
1/7/2020,Andhra Pradesh,6511
1/7/2020,Arunachal Pradesh,62
1/7/2020,Assam,5647
1/7/2020,Bihar,7687
1/7/2020,Chandigarh,364
1/7/2020,Chhattisgarh,2250
1/7/2020,Dadra and Nagar Haveli and Daman and Diu,82
1/7/2020,Delhi,58348
1/7/2020,Goa,596
1/7/2020,Gujarat,23662
1/7/2020,Haryana,9972
1/7/2020,Himachal Pradesh,580
1/7/2020,Jammu and Kashmir,4722
1/7/2020,Jharkhand,1884
1/7/2020,Karnataka,7918
1/7/2020,Kerala,2306
1/7/2020,Ladakh,648
1/7/2020,Madhya Pradesh,10395
1/7/2020,Maharashtra,90911
1/7/2020,Manipur,553
1/7/2020,Meghalaya,42
1/7/2020,Mizoram,122
1/7/2020,Nagaland,168
1/7/2020,Odisha,5189
1/7/2020,Puducherry,272
1/7/2020,Punjab,3867
1/7/2020,Rajasthan,14220
1/7/2020,Sikkim,52
1/7/2020,Tamil Nadu,50074
1/7/2020,Telangana,7294
1/7/2020,Tripura,1086
1/7/2020,Uttarakhand,2231
1/7/2020,Uttar Pradesh,16084
1/7/2020,West Bengal,12130
1/7/2020,Cases being reassigned to states,0
2/7/2020,Andaman and Nicobar Islands,50
2/7/2020,Andhra Pradesh,6988
2/7/2020,Arunachal Pradesh,66
2/7/2020,Assam,5851
2/7/2020,Bihar,7946
2/7/2020,Chandigarh,367
2/7/2020,Chhattisgarh,2303
2/7/2020,Dadra and Nagar Haveli and Daman and Diu,86
2/7/2020,Delhi,59992
2/7/2020,Goa,670
2/7/2020,Gujarat,24030
2/7/2020,Haryana,10499
2/7/2020,Himachal Pradesh,614
2/7/2020,Jammu and Kashmir,4856
2/7/2020,Jharkhand,1931
2/7/2020,Karnataka,8063
2/7/2020,Kerala,2439
2/7/2020,Ladakh,694
2/7/2020,Madhya Pradesh,10655
2/7/2020,Maharashtra,93154
2/7/2020,Manipur,579
2/7/2020,Meghalaya,42
2/7/2020,Mizoram,123
2/7/2020,Nagaland,168
2/7/2020,Odisha,5353
2/7/2020,Puducherry,272
2/7/2020,Punjab,3867
2/7/2020,Rajasthan,14574
2/7/2020,Sikkim,53
2/7/2020,Tamil Nadu,52926
2/7/2020,Telangana,8082
2/7/2020,Tripura,1093
2/7/2020,Uttarakhand,2317
2/7/2020,Uttar Pradesh,16629
2/7/2020,West Bengal,12528
2/7/2020,Cases being reassigned to states,0
3/7/2020,Andaman and Nicobar Islands,51
3/7/2020,Andhra Pradesh,7313
3/7/2020,Arunachal Pradesh,66
3/7/2020,Assam,6106
3/7/2020,Bihar,8020
3/7/2020,Chandigarh,389
3/7/2020,Chhattisgarh,2385
3/7/2020,Dadra and Nagar Haveli and Daman and Diu,89
3/7/2020,Delhi,63007
3/7/2020,Goa,734
3/7/2020,Gujarat,24593
3/7/2020,Haryana,11019
3/7/2020,Himachal Pradesh,628
3/7/2020,Jammu and Kashmir,4974
3/7/2020,Jharkhand,1983
3/7/2020,Karnataka,8334
3/7/2020,Kerala,2640
3/7/2020,Ladakh,730
3/7/2020,Madhya Pradesh,10815
3/7/2020,Maharashtra,101172
3/7/2020,Manipur,617
3/7/2020,Meghalaya,42
3/7/2020,Mizoram,126
3/7/2020,Nagaland,182
3/7/2020,Odisha,5502
3/7/2020,Puducherry,331
3/7/2020,Punjab,4144
3/7/2020,Rajasthan,14948
3/7/2020,Sikkim,53
3/7/2020,Tamil Nadu,56021
3/7/2020,Telangana,9069
3/7/2020,Tripura,1146
3/7/2020,Uttarakhand,2405
3/7/2020,Uttar Pradesh,17221
3/7/2020,West Bengal,13037
3/7/2020,Cases being reassigned to states,0
4/7/2020,Andaman and Nicobar Islands,54
4/7/2020,Andhra Pradesh,7632
4/7/2020,Arunachal Pradesh,75
4/7/2020,Assam,6349
4/7/2020,Bihar,8214
4/7/2020,Chandigarh,393
4/7/2020,Chhattisgarh,2437
4/7/2020,Dadra and Nagar Haveli and Daman and Diu,96
4/7/2020,Delhi,65624
4/7/2020,Goa,734
4/7/2020,Gujarat,24933
4/7/2020,Haryana,11691
4/7/2020,Himachal Pradesh,667
4/7/2020,Jammu and Kashmir,5075
4/7/2020,Jharkhand,2001
4/7/2020,Karnataka,8805
4/7/2020,Kerala,2841
4/7/2020,Ladakh,777
4/7/2020,Madhya Pradesh,11049
4/7/2020,Maharashtra,104687
4/7/2020,Manipur,639
4/7/2020,Meghalaya,43
4/7/2020,Mizoram,126
4/7/2020,Nagaland,228
4/7/2020,Odisha,5705
4/7/2020,Puducherry,331
4/7/2020,Punjab,4266
4/7/2020,Rajasthan,15281
4/7/2020,Sikkim,53
4/7/2020,Tamil Nadu,58378
4/7/2020,Telangana,10195
4/7/2020,Tripura,1199
4/7/2020,Uttarakhand,2481
4/7/2020,Uttar Pradesh,17597
4/7/2020,West Bengal,13571
4/7/2020,Cases being reassigned to states,0
5/7/2020,Andaman and Nicobar Islands,66
5/7/2020,Andhra Pradesh,8008
5/7/2020,Arunachal Pradesh,76
5/7/2020,Assam,6657
5/7/2020,Bihar,8686
5/7/2020,Chandigarh,395
5/7/2020,Chhattisgarh,2549
5/7/2020,Dadra and Nagar Haveli and Daman and Diu,96
5/7/2020,Delhi,68256
5/7/2020,Goa,825
5/7/2020,Gujarat,25406
5/7/2020,Haryana,12257
5/7/2020,Himachal Pradesh,704
5/7/2020,Jammu and Kashmir,5143
5/7/2020,Jharkhand,2035
5/7/2020,Karnataka,9244
5/7/2020,Kerala,3048
5/7/2020,Ladakh,826
5/7/2020,Madhya Pradesh,11234
5/7/2020,Maharashtra,108082
5/7/2020,Manipur,667
5/7/2020,Meghalaya,43
5/7/2020,Mizoram,130
5/7/2020,Nagaland,228
5/7/2020,Odisha,5934
5/7/2020,Puducherry,331
5/7/2020,Punjab,4306
5/7/2020,Rajasthan,15640
5/7/2020,Sikkim,58
5/7/2020,Tamil Nadu,60592
5/7/2020,Telangana,11537
5/7/2020,Tripura,1202
5/7/2020,Uttarakhand,2502
5/7/2020,Uttar Pradesh,18154
5/7/2020,West Bengal,14166
5/7/2020,Cases being reassigned to states,0
6/7/2020,Andaman and Nicobar Islands,72
6/7/2020,Andhra Pradesh,8422
6/7/2020,Arunachal Pradesh,78
6/7/2020,Assam,7125
6/7/2020,Bihar,8765
6/7/2020,Chandigarh,395
6/7/2020,Chhattisgarh,2601
6/7/2020,Dadra and Nagar Haveli and Daman and Diu,106
6/7/2020,Delhi,71339
6/7/2020,Goa,936
6/7/2020,Gujarat,25892
6/7/2020,Haryana,12944
6/7/2020,Himachal Pradesh,737
6/7/2020,Jammu and Kashmir,5255
6/7/2020,Jharkhand,2045
6/7/2020,Karnataka,9847
6/7/2020,Kerala,3174
6/7/2020,Ladakh,826
6/7/2020,Madhya Pradesh,11411
6/7/2020,Maharashtra,111740
6/7/2020,Manipur,688
6/7/2020,Meghalaya,43
6/7/2020,Mizoram,130
6/7/2020,Nagaland,231
6/7/2020,Odisha,6224
6/7/2020,Puducherry,331
6/7/2020,Punjab,4408
6/7/2020,Rajasthan,15928
6/7/2020,Sikkim,61
6/7/2020,Tamil Nadu,62778
6/7/2020,Telangana,12703
6/7/2020,Tripura,1202
6/7/2020,Uttarakhand,2524
6/7/2020,Uttar Pradesh,18761
6/7/2020,West Bengal,14711
6/7/2020,Cases being reassigned to states,0
7/7/2020,Andaman and Nicobar Islands,74
7/7/2020,Andhra Pradesh,8920
7/7/2020,Arunachal Pradesh,92
7/7/2020,Assam,7882
7/7/2020,Bihar,8997
7/7/2020,Chandigarh,401
7/7/2020,Chhattisgarh,2667
7/7/2020,Dadra and Nagar Haveli and Daman and Diu,114
7/7/2020,Delhi,72088
7/7/2020,Goa,1061
7/7/2020,Gujarat,26315
7/7/2020,Haryana,13335
7/7/2020,Himachal Pradesh,763
7/7/2020,Jammu and Kashmir,5318
7/7/2020,Jharkhand,2068
7/7/2020,Karnataka,10527
7/7/2020,Kerala,3341
7/7/2020,Ladakh,836
7/7/2020,Madhya Pradesh,11579
7/7/2020,Maharashtra,115262
7/7/2020,Manipur,734
7/7/2020,Meghalaya,43
7/7/2020,Mizoram,133
7/7/2020,Nagaland,243
7/7/2020,Odisha,6486
7/7/2020,Puducherry,331
7/7/2020,Punjab,4494
7/7/2020,Rajasthan,16278
7/7/2020,Sikkim,65
7/7/2020,Tamil Nadu,66571
7/7/2020,Telangana,14781
7/7/2020,Tripura,1219
7/7/2020,Uttarakhand,2586
7/7/2020,Uttar Pradesh,19109
7/7/2020,West Bengal,15235
7/7/2020,Cases being reassigned to states,0
8/7/2020,Andaman and Nicobar Islands,75
8/7/2020,Andhra Pradesh,9745
8/7/2020,Arunachal Pradesh,105
8/7/2020,Assam,8329
8/7/2020,Bihar,9284
8/7/2020,Chandigarh,401
8/7/2020,Chhattisgarh,2751
8/7/2020,Dadra and Nagar Haveli and Daman and Diu,183
8/7/2020,Delhi,74217
8/7/2020,Goa,1156
8/7/2020,Gujarat,26720
8/7/2020,Haryana,13645
8/7/2020,Himachal Pradesh,790
8/7/2020,Jammu and Kashmir,5399
8/7/2020,Jharkhand,2104
8/7/2020,Karnataka,11098
8/7/2020,Kerala,3452
8/7/2020,Ladakh,836
8/7/2020,Madhya Pradesh,11768
8/7/2020,Maharashtra,118558
8/7/2020,Manipur,771
8/7/2020,Meghalaya,43
8/7/2020,Mizoram,133
8/7/2020,Nagaland,243
8/7/2020,Odisha,6703
8/7/2020,Puducherry,434
8/7/2020,Punjab,4554
8/7/2020,Rajasthan,16575
8/7/2020,Sikkim,70
8/7/2020,Tamil Nadu,71116
8/7/2020,Telangana,16287
8/7/2020,Tripura,1248
8/7/2020,Uttarakhand,2621
8/7/2020,Uttar Pradesh,19627
8/7/2020,West Bengal,15790
8/7/2020,Cases being reassigned to states,0
9/7/2020,Andaman and Nicobar Islands,77
9/7/2020,Andhra Pradesh,11101
9/7/2020,Arunachal Pradesh,109
9/7/2020,Assam,8729
9/7/2020,Bihar,9554
9/7/2020,Chandigarh,402
9/7/2020,Chhattisgarh,2835
9/7/2020,Dadra and Nagar Haveli and Daman and Diu,184
9/7/2020,Delhi,78199
9/7/2020,Goa,1207
9/7/2020,Gujarat,27289
9/7/2020,Haryana,14106
9/7/2020,Himachal Pradesh,833
9/7/2020,Jammu and Kashmir,5567
9/7/2020,Jharkhand,2170
9/7/2020,Karnataka,11876
9/7/2020,Kerala,3559
9/7/2020,Ladakh,836
9/7/2020,Madhya Pradesh,11987
9/7/2020,Maharashtra,123192
9/7/2020,Manipur,793
9/7/2020,Meghalaya,43
9/7/2020,Mizoram,133
9/7/2020,Nagaland,304
9/7/2020,Odisha,7006
9/7/2020,Puducherry,480
9/7/2020,Punjab,4828
9/7/2020,Rajasthan,16866
9/7/2020,Sikkim,71
9/7/2020,Tamil Nadu,74167
9/7/2020,Telangana,17279
9/7/2020,Tripura,1324
9/7/2020,Uttarakhand,2650
9/7/2020,Uttar Pradesh,20331
9/7/2020,West Bengal,16291
9/7/2020,Cases being reassigned to states,0
10/7/2020,Andaman and Nicobar Islands,83
10/7/2020,Andhra Pradesh,12154
10/7/2020,Arunachal Pradesh,120
10/7/2020,Assam,8729
10/7/2020,Bihar,9816
10/7/2020,Chandigarh,403
10/7/2020,Chhattisgarh,2903
10/7/2020,Dadra and Nagar Haveli and Daman and Diu,189
10/7/2020,Delhi,82226
10/7/2020,Goa,1273
10/7/2020,Gujarat,27718
10/7/2020,Haryana,14510
10/7/2020,Himachal Pradesh,846
10/7/2020,Jammu and Kashmir,5695
10/7/2020,Jharkhand,2208
10/7/2020,Karnataka,12833
10/7/2020,Kerala,3708
10/7/2020,Ladakh,915
10/7/2020,Madhya Pradesh,12232
10/7/2020,Maharashtra,127259
10/7/2020,Manipur,799
10/7/2020,Meghalaya,66
10/7/2020,Mizoram,133
10/7/2020,Nagaland,304
10/7/2020,Odisha,7407
10/7/2020,Puducherry,584
10/7/2020,Punjab,4945
10/7/2020,Rajasthan,17070
10/7/2020,Sikkim,72
10/7/2020,Tamil Nadu,78161
10/7/2020,Telangana,18192
10/7/2020,Tripura,1338
10/7/2020,Uttarakhand,2672
10/7/2020,Uttar Pradesh,21127
10/7/2020,West Bengal,16826
10/7/2020,Cases being reassigned to states,0
11/7/2020,Andaman and Nicobar Islands,92
11/7/2020,Andhra Pradesh,13194
11/7/2020,Arunachal Pradesh,120
11/7/2020,Assam,9147
11/7/2020,Bihar,10109
11/7/2020,Chandigarh,408
11/7/2020,Chhattisgarh,3028
11/7/2020,Dadra and Nagar Haveli and Daman and Diu,211
11/7/2020,Delhi,84694
11/7/2020,Goa,1347
11/7/2020,Gujarat,28147
11/7/2020,Haryana,14904
11/7/2020,Himachal Pradesh,883
11/7/2020,Jammu and Kashmir,5786
11/7/2020,Jharkhand,2224
11/7/2020,Karnataka,13836
11/7/2020,Kerala,3820
11/7/2020,Ladakh,917
11/7/2020,Madhya Pradesh,12481
11/7/2020,Maharashtra,132625
11/7/2020,Manipur,832
11/7/2020,Meghalaya,66
11/7/2020,Mizoram,143
11/7/2020,Nagaland,304
11/7/2020,Odisha,7972
11/7/2020,Puducherry,637
11/7/2020,Punjab,5017
11/7/2020,Rajasthan,17620
11/7/2020,Sikkim,80
11/7/2020,Tamil Nadu,82324
11/7/2020,Telangana,19205
11/7/2020,Tripura,1372
11/7/2020,Uttarakhand,2706
11/7/2020,Uttar Pradesh,21787
11/7/2020,West Bengal,17348
11/7/2020,Cases being reassigned to states,0
12/7/2020,Andaman and Nicobar Islands,93
12/7/2020,Andhra Pradesh,14393
12/7/2020,Arunachal Pradesh,125
12/7/2020,Assam,9150
12/7/2020,Bihar,10685
12/7/2020,Chandigarh,413
12/7/2020,Chhattisgarh,3070
12/7/2020,Dadra and Nagar Haveli and Daman and Diu,226
12/7/2020,Delhi,87692
12/7/2020,Goa,1428
12/7/2020,Gujarat,28649
12/7/2020,Haryana,15394
12/7/2020,Himachal Pradesh,908
12/7/2020,Jammu and Kashmir,5895
12/7/2020,Jharkhand,2243
12/7/2020,Karnataka,14716
12/7/2020,Kerala,3963
12/7/2020,Ladakh,928
12/7/2020,Madhya Pradesh,12679
12/7/2020,Maharashtra,136985
12/7/2020,Manipur,843
12/7/2020,Meghalaya,66
12/7/2020,Mizoram,150
12/7/2020,Nagaland,313
12/7/2020,Odisha,8360
12/7/2020,Puducherry,690
12/7/2020,Punjab,5040
12/7/2020,Rajasthan,17869
12/7/2020,Sikkim,80
12/7/2020,Tamil Nadu,85915
12/7/2020,Telangana,20919
12/7/2020,Tripura,1375
12/7/2020,Uttarakhand,2718
12/7/2020,Uttar Pradesh,22689
12/7/2020,West Bengal,17959
12/7/2020,Cases being reassigned to states,0
13/07/20,Andaman and Nicobar Islands,93
13/07/20,Andhra Pradesh,15412
13/07/20,Arunachal Pradesh,138
13/07/20,Assam,10426
13/07/20,Bihar,11498
13/07/20,Chandigarh,417
13/07/20,Chhattisgarh,3153
13/07/20,Dadra and Nagar Haveli and Daman and Diu,245
13/07/20,Delhi,89968
13/07/20,Goa,1487
13/07/20,Gujarat,29162
13/07/20,Haryana,15983
13/07/20,Himachal Pradesh,929
13/07/20,Jammu and Kashmir,5979
13/07/20,Jharkhand,2308
13/07/20,Karnataka,15409
13/07/20,Kerala,4095
13/07/20,Ladakh,928
13/07/20,Madhya Pradesh,12876
13/07/20,Maharashtra,140325
13/07/20,Manipur,896
13/07/20,Meghalaya,66
13/07/20,Mizoram,150
13/07/20,Nagaland,327
13/07/20,Odisha,8750
13/07/20,Puducherry,739
13/07/20,Punjab,5392
13/07/20,Rajasthan,18103
13/07/20,Sikkim,81
13/07/20,Tamil Nadu,89532
13/07/20,Telangana,22482
13/07/20,Tripura,1421
13/07/20,Uttarakhand,2786
13/07/20,Uttar Pradesh,23334
13/07/20,West Bengal,18581
13/07/20,Cases being reassigned to states,0
14/07/20,Andaman and Nicobar Islands,109
14/07/20,Andhra Pradesh,16464
14/07/20,Arunachal Pradesh,145
14/07/20,Assam,10894
14/07/20,Bihar,12317
14/07/20,Chandigarh,423
14/07/20,Chhattisgarh,3202
14/07/20,Dadra and Nagar Haveli and Daman and Diu,268
14/07/20,Delhi,91312
14/07/20,Goa,1540
14/07/20,Gujarat,29770
14/07/20,Haryana,16602
14/07/20,Himachal Pradesh,940
14/07/20,Jammu and Kashmir,6095
14/07/20,Jharkhand,2351
14/07/20,Karnataka,16248
14/07/20,Kerala,4257
14/07/20,Ladakh,946
14/07/20,Madhya Pradesh,13208
14/07/20,Maharashtra,144507
14/07/20,Manipur,970
14/07/20,Meghalaya,66
14/07/20,Mizoram,151
14/07/20,Nagaland,340
14/07/20,Odisha,9255
14/07/20,Puducherry,785
14/07/20,Punjab,5586
14/07/20,Rajasthan,18630
14/07/20,Sikkim,86
14/07/20,Tamil Nadu,92567
14/07/20,Telangana,23679
14/07/20,Tripura,1475
14/07/20,Uttarakhand,2856
14/07/20,Uttar Pradesh,24203
14/07/20,West Bengal,19213
14/07/20,Cases being reassigned to states,0
15/07/20,Andaman and Nicobar Islands,109
15/07/20,Andhra Pradesh,17467
15/07/20,Arunachal Pradesh,153
15/07/20,Assam,11416
15/07/20,Bihar,12849
15/07/20,Chandigarh,446
15/07/20,Chhattisgarh,3275
15/07/20,Dadra and Nagar Haveli and Daman and Diu,310
15/07/20,Delhi,93236
15/07/20,Goa,1607
15/07/20,Gujarat,30503
15/07/20,Haryana,17090
15/07/20,Himachal Pradesh,951
15/07/20,Jammu and Kashmir,6223
15/07/20,Jharkhand,2427
15/07/20,Karnataka,17390
15/07/20,Kerala,4438
15/07/20,Ladakh,946
15/07/20,Madhya Pradesh,13575
15/07/20,Maharashtra,149007
15/07/20,Manipur,970
15/07/20,Meghalaya,66
15/07/20,Mizoram,159
15/07/20,Nagaland,346
15/07/20,Odisha,9864
15/07/20,Puducherry,829
15/07/20,Punjab,5663
15/07/20,Rajasthan,19161
15/07/20,Sikkim,87
15/07/20,Tamil Nadu,97310
15/07/20,Telangana,24840
15/07/20,Tripura,1538
15/07/20,Uttarakhand,2867
15/07/20,Uttar Pradesh,24983
15/07/20,West Bengal,19931
15/07/20,Cases being reassigned to states,0
16/07/20,Andaman and Nicobar Islands,130
16/07/20,Andhra Pradesh,18378
16/07/20,Arunachal Pradesh,153
16/07/20,Assam,12173
16/07/20,Bihar,13462
16/07/20,Chandigarh,459
16/07/20,Chhattisgarh,3324
16/07/20,Dadra and Nagar Haveli and Daman and Diu,357
16/07/20,Delhi,95699
16/07/20,Goa,1674
16/07/20,Gujarat,31286
16/07/20,Haryana,17667
16/07/20,Himachal Pradesh,979
16/07/20,Jammu and Kashmir,6337
16/07/20,Jharkhand,2485
16/07/20,Karnataka,18466
16/07/20,Kerala,4634
16/07/20,Ladakh,964
16/07/20,Madhya Pradesh,13908
16/07/20,Maharashtra,152613
16/07/20,Manipur,989
16/07/20,Meghalaya,66
16/07/20,Mizoram,159
16/07/20,Nagaland,348
16/07/20,Odisha,10476
16/07/20,Puducherry,889
16/07/20,Punjab,5867
16/07/20,Rajasthan,19502
16/07/20,Sikkim,87
16/07/20,Tamil Nadu,102310
16/07/20,Telangana,25999
16/07/20,Tripura,1604
16/07/20,Uttarakhand,2948
16/07/20,Uttar Pradesh,25743
16/07/20,West Bengal,20680
16/07/20,Cases being reassigned to states,0
17/07/20,Andaman and Nicobar Islands,133
17/07/20,Andhra Pradesh,19393
17/07/20,Arunachal Pradesh,153
17/07/20,Assam,12888
17/07/20,Bihar,14018
17/07/20,Chandigarh,476
17/07/20,Chhattisgarh,3451
17/07/20,Dadra and Nagar Haveli and Daman and Diu,371
17/07/20,Delhi,97693
17/07/20,Goa,1817
17/07/20,Gujarat,32103
17/07/20,Haryana,18185
17/07/20,Himachal Pradesh,984
17/07/20,Jammu and Kashmir,6446
17/07/20,Jharkhand,2513
17/07/20,Karnataka,19729
17/07/20,Kerala,4862
17/07/20,Ladakh,970
17/07/20,Madhya Pradesh,14127
17/07/20,Maharashtra,158140
17/07/20,Manipur,1129
17/07/20,Meghalaya,66
17/07/20,Mizoram,160
17/07/20,Nagaland,391
17/07/20,Odisha,10877
17/07/20,Puducherry,947
17/07/20,Punjab,6277
17/07/20,Rajasthan,19970
17/07/20,Sikkim,88
17/07/20,Tamil Nadu,107416
17/07/20,Telangana,27295
17/07/20,Tripura,1604
17/07/20,Uttarakhand,2995
17/07/20,Uttar Pradesh,26675
17/07/20,West Bengal,21415
17/07/20,Cases being reassigned to states,0
18/07/20,Andaman and Nicobar Islands,142
18/07/20,Andhra Pradesh,20298
18/07/20,Arunachal Pradesh,175
18/07/20,Assam,14105
18/07/20,Bihar,14621
18/07/20,Chandigarh,480
18/07/20,Chhattisgarh,3512
18/07/20,Dadra and Nagar Haveli and Daman and Diu,401
18/07/20,Delhi,99301
18/07/20,Goa,1946
18/07/20,Gujarat,32973
18/07/20,Haryana,18718
18/07/20,Himachal Pradesh,1024
18/07/20,Jammu and Kashmir,6558
18/07/20,Jharkhand,2570
18/07/20,Karnataka,20757
18/07/20,Kerala,4995
18/07/20,Ladakh,973
18/07/20,Madhya Pradesh,14514
18/07/20,Maharashtra,160357
18/07/20,Manipur,1163
18/07/20,Meghalaya,66
18/07/20,Mizoram,160
18/07/20,Nagaland,405
18/07/20,Odisha,11330
18/07/20,Puducherry,1014
18/07/20,Punjab,6373
18/07/20,Rajasthan,20626
18/07/20,Sikkim,90
18/07/20,Tamil Nadu,110807
18/07/20,Telangana,28705
18/07/20,Tripura,1684
18/07/20,Uttarakhand,3021
18/07/20,Uttar Pradesh,27634
18/07/20,West Bengal,22253
18/07/20,Cases being reassigned to states,0
19/07/20,Andaman and Nicobar Islands,145
19/07/20,Andhra Pradesh,21763
19/07/20,Arunachal Pradesh,274
19/07/20,Assam,15165
19/07/20,Bihar,15536
19/07/20,Chandigarh,485
19/07/20,Chhattisgarh,3658
19/07/20,Dadra and Nagar Haveli and Daman and Diu,414
19/07/20,Delhi,101274
19/07/20,Goa,2038
19/07/20,Gujarat,34035
19/07/20,Haryana,19318
19/07/20,Himachal Pradesh,1036
19/07/20,Jammu and Kashmir,7165
19/07/20,Jharkhand,2611
19/07/20,Karnataka,21775
19/07/20,Kerala,5199
19/07/20,Ladakh,985
19/07/20,Madhya Pradesh,14864
19/07/20,Maharashtra,165663
19/07/20,Manipur,1182
19/07/20,Meghalaya,66
19/07/20,Mizoram,167
19/07/20,Nagaland,432
19/07/20,Odisha,11937
19/07/20,Puducherry,1066
19/07/20,Punjab,6454
19/07/20,Rajasthan,21144
19/07/20,Sikkim,90
19/07/20,Tamil Nadu,113856
19/07/20,Telangana,30607
19/07/20,Tripura,1735
19/07/20,Uttarakhand,3081
19/07/20,Uttar Pradesh,28664
19/07/20,West Bengal,23539
20/07/20,Andaman and Nicobar Islands,145
20/07/20,Andhra Pradesh,22890
20/07/20,Arunachal Pradesh,282
20/07/20,Assam,16023
20/07/20,Bihar,16308
20/07/20,Chandigarh,488
20/07/20,Chhattisgarh,3775
20/07/20,Dadra and Nagar Haveli and Daman and Diu,414
20/07/20,Delhi,103134
20/07/20,Goa,2218
20/07/20,Gujarat,34901
20/07/20,Haryana,19793
20/07/20,Himachal Pradesh,1059
20/07/20,Jammu and Kashmir,7811
20/07/20,Jharkhand,2716
20/07/20,Karnataka,23065
20/07/20,Kerala,5371
20/07/20,Ladakh,1003
20/07/20,Madhya Pradesh,15311
20/07/20,Maharashtra,169569
20/07/20,Manipur,1213
20/07/20,Meghalaya,66
20/07/20,Mizoram,167
20/07/20,Nagaland,445
20/07/20,Odisha,12453
20/07/20,Puducherry,1154
20/07/20,Punjab,6535
20/07/20,Rajasthan,21730
20/07/20,Sikkim,92
20/07/20,Tamil Nadu,117915
20/07/20,Telangana,32438
20/07/20,Tripura,1759
20/07/20,Uttarakhand,3116
20/07/20,Uttar Pradesh,29845
20/07/20,West Bengal,24883
21/07/20,Andaman and Nicobar Islands,152
21/07/20,Andhra Pradesh,24228
21/07/20,Arunachal Pradesh,285
21/07/20,Assam,17095
21/07/20,Bihar,17433
21/07/20,Chandigarh,518
21/07/20,Chhattisgarh,3944
21/07/20,Dadra and Nagar Haveli and Daman and Diu,448
21/07/20,Delhi,104918
21/07/20,Goa,2361
21/07/20,Gujarat,35678
21/07/20,Haryana,20226
21/07/20,Himachal Pradesh,1067
21/07/20,Jammu and Kashmir,8274
21/07/20,Jharkhand,2810
21/07/20,Karnataka,23795
21/07/20,Kerala,5616
21/07/20,Ladakh,1007
21/07/20,Madhya Pradesh,15684
21/07/20,Maharashtra,175029
21/07/20,Manipur,1307
21/07/20,Meghalaya,66
21/07/20,Mizoram,168
21/07/20,Nagaland,484
21/07/20,Odisha,12910
21/07/20,Puducherry,1265
21/07/20,Punjab,7118
21/07/20,Rajasthan,22195
21/07/20,Sikkim,92
21/07/20,Tamil Nadu,121776
21/07/20,Telangana,34323
21/07/20,Tripura,1845
21/07/20,Uttarakhand,3212
21/07/20,Uttar Pradesh,30831
21/07/20,West Bengal,26418
22/07/20,Andaman and Nicobar Islands,159
22/07/20,Andhra Pradesh,25574
22/07/20,Arunachal Pradesh,303
22/07/20,Assam,18033
22/07/20,Bihar,18515
22/07/20,Chandigarh,518
22/07/20,Chhattisgarh,4114
22/07/20,Dadra and Nagar Haveli and Daman and Diu,463
22/07/20,Delhi,106118
22/07/20,Goa,2449
22/07/20,Gujarat,36423
22/07/20,Haryana,20952
22/07/20,Himachal Pradesh,1077
22/07/20,Jammu and Kashmir,8455
22/07/20,Jharkhand,2904
22/07/20,Karnataka,25459
22/07/20,Kerala,5890
22/07/20,Ladakh,1010
